OB06G18650.1	OB06G18670.1	488
OB08G25190.1	OB09G19620.1	417
OB05G26840.1	OB03G22650.1	203
OB01G31460.1	OB05G35270.1	701
OB08G23750.1	OB09G17320.1	544
OB10G10460.1	OB10G10500.1	206
OB11G10100.1	OB12G10300.1	718
OB03G39020.1	OB04G37260.1	821
OB04G28280.1	OB11G17690.1	266
OB02G33850.1	OB03G13680.1	278
OB01G47290.1	OB08G10340.1	459
OB07G25520.1	OB06G18920.1	626
OB01G49290.1	OB05G12400.1	474
OB04G34920.1	OB04G34930.1	421
OB01G46680.1	OB11G12640.1	558
OB09G22430.1	OB12G19830.1	237
OB02G21850.1	OB11G21040.1	1055
OB03G16920.1	OB07G25870.1	620
OB10G18970.1	OB03G13900.1	167
OB03G26410.1	OB10G22250.1	1584
OB01G45900.1	OB03G22070.1	668
OB04G33030.1	OB11G26540.1	361
OB09G11880.1	OB10G25640.1	595
OB02G14950.1	OB06G31380.1	669
OB07G21340.1	OB07G21360.1	508
OB02G13280.1	OB06G24740.1	274
OB01G35100.1	OB01G35140.1	887
OB02G20290.1	OB05G18620.1	284
OB03G13900.1	OB04G12400.1	250
OB02G45430.1	OB12G11290.1	290
OB01G47830.1	OB08G10880.1	416
OB02G34680.1	OB04G28710.1	505
OB01G20560.1	OB03G45510.1	371
OB06G10040.1	OB06G13040.1	321
OB06G16380.1	OB10G14400.1	449
OB05G10420.1	OB08G27890.1	240
OB11G11490.1	OB12G11860.1	942
OB10G23520.1	OB10G23580.1	291
OB05G24720.1	OB01G44010.1	267
OB05G19340.1	OB05G26830.1	471
OB05G35170.1	OB04G12210.1	439
OB02G14060.1	OB06G32650.1	157
OB11G11940.1	OB12G12250.1	718
OB02G22880.1	OB05G20710.1	356
OB03G46750.1	OB03G46780.1	112
OB06G15620.1	OB07G27800.1	1367
OB02G10250.1	OB04G13980.1	109
OB05G34400.1	OB12G20390.1	342
OB01G43370.1	OB11G21490.1	174
OB06G30060.1	OB12G18050.1	433
OB03G33000.1	OB07G24650.1	423
OB01G22500.1	OB05G21050.1	1397
OB02G11420.1	OB05G30160.1	305
OB04G24120.1	OB05G30480.1	207
OB06G30070.1	OB12G18050.1	397
OB03G10490.1	OB10G25280.1	293
OB08G14130.1	OB10G16940.1	398
OB02G12180.1	OB06G11020.1	280
OB11G12700.1	OB12G13090.1	334
OB01G49690.1	OB01G49700.1	558
OB02G41570.1	OB06G15820.1	432
OB01G20560.1	OB01G43650.1	374
OB10G25060.1	OB03G10330.1	99.0
OB01G31780.1	OB07G22370.1	1660
OB03G16720.1	OB04G21840.1	621
OB01G34290.1	OB06G13570.1	906
OB01G54990.1	OB05G11140.1	605
OB08G21650.1	OB09G14830.1	1197
OB08G21620.1	OB09G14740.1	523
OB04G22250.1	OB09G16750.1	223
OB12G23250.1	OB12G23230.1	62.0
OB02G37730.1	OB05G24930.1	444
OB02G28660.1	OB05G25120.1	520
OB10G26280.1	OB10G26300.1	52.8
OB01G12830.1	OB01G12820.1	1121
OB02G15010.1	OB06G31320.1	922
OB04G27880.1	OB02G33820.1	553
OB03G27340.1	OB07G30360.1	637
OB04G36020.1	OB05G10660.1	341
OB06G35070.1	OB02G40630.1	591
OB07G10960.1	OB07G10970.1	672
OB04G16240.1	OB04G16280.1	623
OB11G19190.1	OB11G19140.1	648
OB05G26830.1	OB11G27940.1	1259
OB01G33630.1	OB01G34840.1	683
OB01G43810.1	OB05G28290.1	308
OB02G33860.1	OB04G27970.1	124
OB08G22430.1	OB09G15760.1	334
OB02G38890.1	OB04G26690.1	311
OB11G19150.1	OB11G19190.1	642
OB01G52590.1	OB05G28970.1	773
OB02G38630.1	OB03G38830.1	640
OB03G42110.1	OB07G10890.1	142
OB12G19170.1	OB05G11010.1	181
OB01G11600.1	OB01G33130.1	732
OB01G51680.1	OB01G51700.1	854
OB07G10740.1	OB07G10800.1	446
OB02G33100.1	OB01G29280.1	600
OB07G14720.1	OB07G16260.1	379
OB01G19820.1	OB05G13660.1	840
OB09G14730.1	OB12G11290.1	429
OB08G20960.1	OB09G13600.1	607
OB03G43850.1	OB07G13260.1	315
OB07G20100.1	OB03G12590.1	317
OB12G23160.1	OB03G22520.1	1189
OB01G54000.1	OB02G27620.1	276
OB01G38870.1	OB05G27170.1	866
OB03G28080.1	OB07G29300.1	354
OB03G10300.1	OB10G24830.1	318
OB11G11110.1	OB06G28440.1	192
OB06G24470.1	OB06G24510.1	182
OB05G30480.1	OB06G25800.1	212
OB04G17660.1	OB05G10280.1	94.4
OB06G21890.1	OB01G18730.1	569
OB07G31780.1	OB01G40550.1	461
OB10G20600.1	OB03G10760.1	1534
OB01G44900.1	OB05G11970.1	298
OB01G34550.1	OB02G20010.1	491
OB11G19370.1	OB11G19430.1	695
OB03G46310.1	OB09G12340.1	278
OB02G44970.1	OB05G19240.1	275
OB01G11590.1	OB01G11570.1	532
OB02G13960.1	OB05G20410.1	564
OB07G31780.1	OB01G40560.1	415
OB07G28290.1	OB07G28400.1	134
OB11G10760.1	OB12G11030.1	582
OB11G13300.1	OB07G31840.1	191
OB03G28930.1	OB07G20540.1	301
OB04G21570.1	OB03G29550.1	518
OB03G28240.1	OB06G15440.1	515
OB01G38620.1	OB12G15060.1	530
OB01G35100.1	OB01G35170.1	898
OB06G34780.1	OB06G25340.1	336
OB02G16220.1	OB06G19850.1	607
OB08G26460.1	OB08G27440.1	849
OB01G14140.1	OB05G20380.1	123
OB03G13190.1	OB03G13210.1	699
OB01G35110.1	OB01G35170.1	881
OB04G21330.1	OB04G21390.1	708
OB04G14410.1	OB11G26180.1	229
OB01G47700.1	OB05G25230.1	790
OB08G19480.1	OB09G12180.1	550
OB01G13500.1	OB03G22840.1	568
OB08G29930.1	OB08G29950.1	303
OB02G39270.1	OB03G14280.1	237
OB06G25530.1	OB06G25630.1	291
OB03G19800.1	OB05G21510.1	202
OB06G13610.1	OB06G13620.1	1463
OB02G15080.1	OB05G33800.1	385
OB01G23660.1	OB05G13830.1	279
OB06G13470.1	OB06G23780.1	166
OB03G38630.1	OB04G22420.1	446
OB11G20680.1	OB12G19010.1	1476
OB07G17560.1	OB07G17640.1	96.7
OB08G29840.1	OB08G29910.1	306
OB04G28220.1	OB12G26270.1	185
OB02G15440.1	OB02G43540.1	340
OB05G26520.1	OB07G20360.1	430
OB08G28960.1	OB09G23110.1	727
OB05G14370.1	OB10G20560.1	432
OB11G12780.1	OB11G12790.1	823
OB02G17480.1	OB06G25940.1	1773
OB05G29180.1	OB08G19320.1	215
OB01G23420.1	OB03G28090.1	238
OB05G16690.1	OB06G24670.1	466
OB01G54790.1	OB03G46160.1	565
OB07G32440.1	OB04G33590.1	311
OB04G31170.1	OB08G16970.1	325
OB05G26680.1	OB09G26830.1	209
OB11G22870.1	OB11G23420.1	208
OB01G21690.1	OB08G15220.1	202
OB06G13040.1	OB12G26200.1	327
OB11G11560.1	OB12G11910.1	1370
OB02G14150.1	OB02G28660.1	500
OB09G24600.1	OB07G19030.1	362
OB05G22210.1	OB12G10290.1	733
OB11G24300.1	OB11G24320.1	263
OB01G40350.1	OB05G33200.1	359
OB10G17960.1	OB02G15060.1	954
OB01G15810.1	OB08G23510.1	405
OB01G49290.1	OB09G22860.1	535
OB03G25780.1	OB05G28240.1	803
OB04G33350.1	OB05G29450.1	353
OB10G23600.1	OB10G23630.1	192
OB01G17510.1	OB04G24120.1	246
OB02G33150.1	OB04G27150.1	1267
OB02G18020.1	OB06G26610.1	731
OB03G47580.1	OB05G16370.1	593
OB03G32600.1	OB03G32640.1	455
OB05G34920.1	OB07G12880.1	630
OB02G32130.1	OB03G10750.1	315
OB05G27250.1	OB10G24260.1	453
OB08G26510.1	OB09G26270.1	533
OB01G38970.1	OB01G38960.1	477
OB02G32420.1	OB04G27320.1	724
OB06G18790.1	OB04G21130.1	861
OB06G13040.1	OB06G26270.1	529
OB04G21880.1	OB04G21910.1	576
OB03G30100.1	OB06G16010.1	426
OB07G10740.1	OB07G10720.1	683
OB12G23550.1	OB12G23560.1	966
OB01G25840.1	OB06G28930.1	223
OB01G44840.1	OB02G27670.1	588
OB01G52550.1	OB12G24160.1	1252
OB12G17700.1	OB08G10520.1	541
OB03G44290.1	OB03G44300.1	354
OB01G31750.1	OB02G37630.1	579
OB03G28620.1	OB06G11630.1	624
OB03G44940.1	OB03G44970.1	580
OB04G12300.1	OB08G19560.1	357
OB02G20180.1	OB06G24060.1	352
OB10G23260.1	OB04G29220.1	355
OB01G48550.1	OB05G24710.1	738
OB01G25050.1	OB09G22570.1	590
OB09G26340.1	OB08G30090.1	857
OB07G11480.1	OB07G11490.1	265
OB03G15030.1	OB10G17560.1	128
OB08G20800.1	OB09G15730.1	623
OB11G10280.1	OB12G10580.1	834
OB10G10960.1	OB10G12530.1	535
OB02G27700.1	OB10G25930.1	508
OB02G24610.1	OB04G16120.1	518
OB03G17460.1	OB12G21110.1	446
OB03G10330.1	OB04G19740.1	113
OB11G27740.1	OB11G27800.1	254
OB10G17230.1	OB11G24630.1	421
OB09G15400.1	OB02G38110.1	421
OB06G25820.1	OB01G38820.1	165
OB03G29410.1	OB03G29420.1	280
OB04G20210.1	OB10G25930.1	511
OB01G16900.1	OB01G40450.1	1500
OB08G15290.1	OB08G15270.1	373
OB01G21440.1	OB12G12160.1	525
OB01G36430.1	OB03G44910.1	367
OB04G28380.1	OB04G28350.1	1009
OB06G27690.1	OB11G26450.1	553
OB03G45580.1	OB03G45590.1	138
OB08G15180.1	OB08G15250.1	326
OB09G11680.1	OB05G30930.1	1056
OB10G21680.1	OB11G10340.1	580
OB04G31470.1	OB06G34000.1	501
OB02G34000.1	OB04G28100.1	414
OB01G46140.1	OB01G46150.1	584
OB06G11870.1	OB06G13710.1	251
OB10G10790.1	OB10G10840.1	483
OB03G35240.1	OB12G25860.1	364
OB01G52760.1	OB01G52730.1	754
OB05G18030.1	OB08G15910.1	1521
OB02G38910.1	OB06G18570.1	676
OB05G21720.1	OB05G21770.1	826
OB01G30120.1	OB10G12410.1	924
OB02G12600.1	OB07G16450.1	395
OB02G13430.1	OB12G17720.1	177
OB03G29160.1	OB07G28130.1	887
OB06G25930.1	OB05G30750.1	825
OB02G24360.1	OB02G24380.1	958
OB05G18040.1	OB08G15910.1	1504
OB06G13680.1	OB06G13830.1	696
OB11G20330.1	OB12G17700.1	437
OB08G29810.1	OB08G29850.1	370
OB06G31630.1	OB02G14830.1	356
OB05G29260.1	OB07G10360.1	351
OB08G29850.1	OB08G29940.1	234
OB03G27830.1	OB03G27840.1	610
OB08G22380.1	OB08G22390.1	361
OB02G30600.1	OB06G13470.1	258
OB03G22810.1	OB01G45250.1	728
OB03G45850.1	OB07G27390.1	241
OB04G17760.1	OB07G33000.1	1811
OB07G29320.1	OB03G40360.1	1060
OB10G15880.1	OB10G23660.1	226
OB02G32180.1	OB07G19030.1	386
OB11G11840.1	OB12G12180.1	635
OB01G49070.1	OB08G27110.1	423
OB02G15440.1	OB02G15430.1	582
OB03G47940.1	OB01G50880.1	327
OB05G22380.1	OB01G52770.1	556
OB11G11710.1	OB12G12050.1	213
OB04G30220.1	OB04G30250.1	1632
OB07G24050.1	OB08G20030.1	186
OB03G25920.1	OB06G11650.1	1268
OB03G21890.1	OB04G26780.1	229
OB03G11410.1	OB09G14910.1	594
OB01G53220.1	OB01G37160.1	157
OB01G15870.1	OB05G15660.1	320
OB06G14000.1	OB06G14010.1	1231
OB01G36120.1	OB01G36370.1	259
OB04G25740.1	OB05G35510.1	526
OB06G34350.1	OB02G12880.1	479
OB03G23800.1	OB07G32770.1	514
OB10G23600.1	OB10G23660.1	253
OB11G11410.1	OB12G11720.1	1080
OB04G24530.1	OB05G19750.1	212
OB01G22620.1	OB12G19090.1	108
OB07G15980.1	OB02G28450.1	241
OB02G18720.1	OB05G16220.1	345
OB10G23610.1	OB10G23660.1	249
OB05G10690.1	OB05G10710.1	81.3
OB10G23540.1	OB10G23710.1	240
OB06G30040.1	OB06G30050.1	362
OB07G15180.1	OB07G15200.1	634
OB04G24220.1	OB03G47750.1	353
OB03G38130.1	OB12G10290.1	870
OB04G21940.1	OB04G21880.1	597
OB04G32280.1	OB08G15890.1	1361
OB07G24220.1	OB04G35240.1	708
OB02G24330.1	OB09G24500.1	165
OB03G39090.1	OB12G27060.1	764
OB05G10420.1	OB05G18380.1	280
OB02G41410.1	OB10G16880.1	455
OB12G23890.1	OB10G24580.1	375
OB08G30270.1	OB09G26770.1	526
OB05G28700.1	OB02G45320.1	585
OB03G36750.1	OB10G18760.1	909
OB04G13370.1	OB04G13380.1	1935
OB01G45180.1	OB02G35430.1	199
OB05G25760.1	OB04G37480.1	654
OB01G36960.1	OB11G27940.1	795
OB02G26860.1	OB04G24120.1	190
OB01G14140.1	OB06G19570.1	135
OB03G23980.1	OB07G32740.1	879
OB11G27710.1	OB11G27740.1	259
OB05G12280.1	OB10G24330.1	328
OB10G11400.1	OB10G22830.1	562
OB03G11550.1	OB05G31190.1	531
OB01G16770.1	OB06G25450.1	423
OB01G19010.1	OB05G17470.1	535
OB01G17510.1	OB09G22840.1	244
OB01G17050.1	OB07G11090.1	142
OB11G27740.1	OB11G27720.1	269
OB03G22520.1	OB11G14470.1	722
OB05G32310.1	OB05G32340.1	451
OB09G24990.1	OB09G25050.1	190
OB03G30830.1	OB07G26790.1	163
OB04G37700.1	OB10G25930.1	486
OB06G13470.1	OB11G12700.1	211
OB03G28100.1	OB05G12360.1	286
OB01G29190.1	OB02G29700.1	197
OB05G30180.1	OB07G31780.1	494
OB01G55030.1	OB06G35440.1	474
OB08G15180.1	OB08G15280.1	336
OB05G11600.1	OB05G11610.1	130
OB02G33020.1	OB04G26910.1	497
OB06G13480.1	OB11G12700.1	216
OB09G25100.1	OB09G25190.1	184
OB08G15190.1	OB08G15280.1	326
OB01G32440.1	OB02G19810.1	541
OB02G19730.1	OB06G24760.1	637
OB02G33070.1	OB10G23740.1	284
OB11G13080.1	OB12G13600.1	1140
OB01G44550.1	OB12G10700.1	590
OB05G19340.1	OB12G16680.1	1011
OB03G17310.1	OB07G25810.1	547
OB09G21770.1	OB04G31350.1	1405
OB01G16900.1	OB09G13500.1	1517
OB01G42210.1	OB08G12680.1	343
OB11G20740.1	OB12G19340.1	185
OB04G29330.1	OB10G23400.1	704
OB05G30030.1	OB01G41100.1	300
OB11G10220.1	OB12G10500.1	1095
OB01G32610.1	OB11G11920.1	659
OB01G31680.1	OB01G52730.1	706
OB05G10820.1	OB01G30690.1	477
OB04G22800.1	OB11G20500.1	107
OB04G35620.1	OB02G26980.1	506
OB08G29750.1	OB08G29930.1	224
OB09G18330.1	OB03G14480.1	370
OB03G12630.1	OB10G24410.1	723
OB01G32970.1	OB05G12910.1	737
OB02G32180.1	OB07G19060.1	367
OB01G44990.1	OB02G26410.1	824
OB10G17280.1	OB11G11090.1	382
OB02G22790.1	OB01G36680.1	1205
OB08G29730.1	OB08G29840.1	175
OB05G12430.1	OB07G29150.1	589
OB05G29020.1	OB06G31920.1	658
OB02G16330.1	OB07G28680.1	553
OB11G11090.1	OB12G11290.1	739
OB02G29700.1	OB09G12340.1	185
OB03G39670.1	OB10G10260.1	451
OB03G18640.1	OB12G23540.1	937
OB11G18990.1	OB01G46150.1	536
OB12G25910.1	OB03G35310.1	1750
OB11G22120.1	OB10G10960.1	368
OB09G14160.1	OB09G14170.1	913
OB08G27720.1	OB09G21600.1	476
OB03G10390.1	OB06G32150.1	848
OB07G10090.1	OB01G49590.1	573
OB04G35780.1	OB04G35790.1	328
OB03G41990.1	OB02G12260.1	93.2
OB05G25120.1	OB09G18890.1	466
OB02G14950.1	OB08G16480.1	500
OB01G36370.1	OB07G17670.1	286
OB04G28730.1	OB06G35760.1	566
OB01G32380.1	OB06G33710.1	330
OB01G16590.1	OB12G13090.1	149
OB02G14470.1	OB06G32010.1	362
OB07G21950.1	OB02G45320.1	583
OB10G23520.1	OB10G23650.1	173
OB04G25950.1	OB02G32090.1	1128
OB03G32760.1	OB04G18390.1	923
OB08G16580.1	OB08G16680.1	678
OB01G44840.1	OB03G47390.1	549
OB01G32890.1	OB01G32920.1	629
OB02G14780.1	OB10G26870.1	421
OB11G13670.1	OB07G24940.1	528
OB10G20720.1	OB10G20730.1	787
OB06G18830.1	OB12G27050.1	743
OB11G22710.1	OB10G10690.1	419
OB01G21180.1	OB04G11610.1	1528
OB04G15510.1	OB08G23110.1	235
OB04G31930.1	OB09G16210.1	396
OB12G12230.1	OB12G16160.1	422
OB08G20430.1	OB08G20450.1	541
OB01G12400.1	OB01G12380.1	602
OB04G32480.1	OB06G32330.1	490
OB01G24320.1	OB01G24280.1	322
OB11G27720.1	OB11G27770.1	277
OB05G20410.1	OB01G40560.1	427
OB08G28890.1	OB12G14200.1	456
OB08G10550.1	OB11G20330.1	456
OB01G53790.1	OB01G53800.1	138
OB08G11750.1	OB08G11770.1	755
OB07G24720.1	OB07G24730.1	502
OB01G31340.1	OB11G10340.1	526
OB04G12660.1	OB08G30710.1	483
OB03G47580.1	OB10G23230.1	630
OB06G35820.1	OB03G22360.1	425
OB01G38940.1	OB05G31020.1	439
OB02G14220.1	OB06G32370.1	620
OB01G19690.1	OB05G12270.1	740
OB02G33110.1	OB04G27100.1	727
OB02G21710.1	OB07G11680.1	709
OB10G10320.1	OB11G19660.1	507
OB03G28650.1	OB11G24600.1	348
OB01G27410.1	OB08G27840.1	793
OB01G39450.1	OB05G15430.1	953
OB06G18620.1	OB01G17620.1	582
OB02G19970.1	OB01G32580.1	490
OB02G30280.1	OB04G23790.1	355
OB07G23050.1	OB07G23170.1	657
OB05G12910.1	OB11G17390.1	953
OB04G32260.1	OB08G15900.1	1202
OB03G18640.1	OB08G28280.1	778
OB01G23420.1	OB10G24090.1	277
OB06G27340.1	OB08G21590.1	1106
OB03G47540.1	OB09G24770.1	1100
OB03G45170.1	OB07G15180.1	446
OB04G32270.1	OB08G15900.1	1266
OB01G53030.1	OB05G22500.1	157
OB02G20730.1	OB02G20720.1	316
OB06G27320.1	OB06G27200.1	1313
OB07G11570.1	OB07G11560.1	216
OB01G32610.1	OB12G16160.1	437
OB07G23460.1	OB07G23490.1	1027
OB01G33630.1	OB05G12910.1	704
OB01G23850.1	OB12G22570.1	362
OB01G20800.1	OB11G11900.1	450
OB09G23190.1	OB01G49150.1	507
OB05G14620.1	OB08G20040.1	364
OB02G24330.1	OB09G12020.1	217
OB07G11690.1	OB02G32900.1	736
OB05G18700.1	OB09G11340.1	446
OB04G18050.1	OB05G13370.1	529
OB07G23270.1	OB07G23410.1	583
OB07G23210.1	OB07G23230.1	765
OB10G10760.1	OB11G23150.1	739
OB08G15230.1	OB08G15240.1	342
OB08G11020.1	OB12G15700.1	629
OB07G18440.1	OB09G20260.1	311
OB04G30330.1	OB09G21440.1	214
OB09G11720.1	OB05G30910.1	1072
OB07G31780.1	OB07G32390.1	461
OB11G18990.1	OB12G16870.1	702
OB02G28240.1	OB04G20940.1	1369
OB05G30920.1	OB09G11720.1	937
OB03G31740.1	OB03G31760.1	126
OB10G19360.1	OB10G19380.1	60.5
OB01G15760.1	OB05G15590.1	236
OB07G17590.1	OB09G20210.1	513
OB08G23390.1	OB09G16730.1	459
OB01G36620.1	OB06G33940.1	561
OB03G31750.1	OB03G31760.1	126
OB03G28230.1	OB07G29020.1	463
OB10G23520.1	OB10G23680.1	242
OB03G14970.1	OB02G44890.1	229
OB07G28680.1	OB10G17380.1	597
OB02G11190.1	OB10G17280.1	425
OB04G10300.1	OB02G23310.1	1635
OB01G29970.1	OB12G18050.1	557
OB01G47200.1	OB10G17340.1	344
OB09G19800.1	OB06G17040.1	253
OB02G14920.1	OB02G19520.1	554
OB01G17050.1	OB06G25250.1	144
OB10G23530.1	OB10G23680.1	229
OB10G19110.1	OB10G19120.1	594
OB07G30820.1	OB12G16890.1	139
OB02G24800.1	OB10G12840.1	285
OB09G26250.1	OB09G26270.1	837
OB04G20340.1	OB05G25280.1	459
OB02G16930.1	OB06G28380.1	1300
OB01G21680.1	OB02G43580.1	426
OB03G18980.1	OB05G34210.1	611
OB04G34930.1	OB06G21850.1	627
OB09G26260.1	OB09G26270.1	898
OB01G16590.1	OB04G24120.1	154
OB03G25220.1	OB07G32380.1	1038
OB06G13710.1	OB06G27560.1	258
OB03G12450.1	OB11G11090.1	315
OB05G28700.1	OB08G28890.1	461
OB02G16130.1	OB06G29690.1	537
OB06G11630.1	OB10G27070.1	476
OB03G40930.1	OB03G44160.1	239
OB04G14710.1	OB12G11920.1	1000
OB02G21820.1	OB06G22040.1	1576
OB03G23750.1	OB03G30950.1	267
OB12G16540.1	OB12G16570.1	2198
OB06G25980.1	OB02G10240.1	576
OB01G41250.1	OB05G20090.1	1030
OB01G28980.1	OB05G18830.1	251
OB01G17400.1	OB01G17380.1	334
OB02G32420.1	OB02G11010.1	779
OB05G32770.1	OB07G17220.1	523
OB01G30870.1	OB01G30850.1	770
OB01G38290.1	OB01G39450.1	964
OB02G15740.1	OB02G30480.1	251
OB01G51840.1	OB09G22740.1	489
OB01G14350.1	OB05G14540.1	237
OB02G38270.1	OB06G19480.1	580
OB02G33240.1	OB04G27260.1	484
OB01G30690.1	OB03G46160.1	451
OB05G30120.1	OB04G17020.1	387
OB01G24170.1	OB01G24220.1	397
OB02G13530.1	OB02G13500.1	1301
OB04G26780.1	OB10G22090.1	266
OB06G12880.1	OB02G17790.1	127
OB01G46330.1	OB05G26340.1	374
OB08G11640.1	OB08G11670.1	804
OB03G14080.1	OB08G22130.1	1007
OB10G23600.1	OB10G23700.1	241
OB03G18710.1	OB09G22330.1	238
OB02G38240.1	OB01G25370.1	783
OB01G11050.1	OB01G10980.1	787
OB07G23270.1	OB07G28630.1	678
OB05G32260.1	OB01G34900.1	421
OB07G12880.1	OB11G11920.1	598
OB10G11490.1	OB11G17930.1	224
OB09G16830.1	OB10G22560.1	724
OB08G30820.1	OB02G43910.1	420
OB01G37500.1	OB06G26510.1	952
OB08G23310.1	OB05G34190.1	396
OB01G48000.1	OB06G17740.1	456
OB02G40740.1	OB06G16470.1	609
OB01G14140.1	OB01G20180.1	115
OB03G26470.1	OB04G13990.1	963
OB07G16550.1	OB07G16570.1	353
OB05G13370.1	OB11G21580.1	487
OB03G12240.1	OB03G43690.1	667
OB01G17610.1	OB02G11780.1	430
OB07G31700.1	OB07G31730.1	404
OB02G42930.1	OB12G23730.1	528
OB02G28440.1	OB12G15520.1	265
OB11G27800.1	OB11G27820.1	332
OB06G23780.1	OB01G10860.1	232
OB08G17230.1	OB10G14960.1	828
OB08G30240.1	OB09G26720.1	207
OB08G29960.1	OB11G13260.1	231
OB02G20280.1	OB02G21410.1	806
OB04G16200.1	OB10G17990.1	348
OB07G31710.1	OB07G31730.1	419
OB06G12590.1	OB06G27690.1	558
OB03G39250.1	OB06G34550.1	560
OB07G11480.1	OB07G11560.1	116
OB02G41410.1	OB11G11090.1	416
OB05G34170.1	OB01G33970.1	381
OB01G28610.1	OB04G34630.1	271
OB03G44590.1	OB07G14430.1	56.6
OB01G36020.1	OB05G32650.1	297
OB09G10640.1	OB09G10650.1	162
OB03G44520.1	OB06G35950.1	1050
OB03G21140.1	OB08G14010.1	1608
OB08G15240.1	OB08G15270.1	444
OB07G14490.1	OB01G22210.1	657
OB04G13690.1	OB05G17790.1	200
OB12G15470.1	OB12G15480.1	1404
OB10G13480.1	OB03G20990.1	442
OB01G23350.1	OB07G18660.1	80.5
OB03G20960.1	OB10G13390.1	1428
OB02G18690.1	OB04G24120.1	210
OB03G14750.1	OB10G17890.1	124
OB05G26230.1	OB10G11680.1	739
OB11G10660.1	OB12G10880.1	227
OB04G17330.1	OB04G14670.1	412
OB03G26500.1	OB05G13600.1	341
OB07G11680.1	OB09G11870.1	833
OB01G50370.1	OB01G50380.1	118
OB11G13980.1	OB12G14370.1	169
OB12G13720.1	OB11G13270.1	498
OB01G28610.1	OB03G19820.1	295
OB10G12440.1	OB10G14510.1	683
OB07G13920.1	OB03G44240.1	687
OB08G29560.1	OB09G24400.1	303
OB07G11690.1	OB09G11870.1	849
OB03G19100.1	OB04G35160.1	603
OB10G22630.1	OB10G22650.1	709
OB02G12390.1	OB03G41220.1	773
OB03G34760.1	OB12G24870.1	969
OB01G16750.1	OB02G18900.1	67.8
OB07G21950.1	OB09G22900.1	434
OB01G54950.1	OB03G13680.1	339
OB05G12910.1	OB06G34690.1	702
OB08G29910.1	OB08G29960.1	387
OB03G14710.1	OB04G11140.1	404
OB03G15260.1	OB03G25700.1	570
OB05G25670.1	OB08G28520.1	363
OB03G14260.1	OB03G46170.1	266
OB08G29810.1	OB08G29920.1	315
OB05G14310.1	OB04G19580.1	813
OB11G13670.1	OB12G16160.1	441
OB01G32880.1	OB01G32890.1	686
OB09G11860.1	OB02G32900.1	738
OB02G35490.1	OB12G14200.1	711
OB09G18330.1	OB12G11290.1	392
OB03G36270.1	OB08G21860.1	513
OB05G28700.1	OB12G14200.1	610
OB12G22180.1	OB11G24900.1	413
OB03G47650.1	OB03G46310.1	320
OB06G35950.1	OB02G34840.1	1492
OB09G16410.1	OB10G15290.1	337
OB01G50850.1	OB03G47920.1	328
OB05G10540.1	OB04G37300.1	978
OB01G53480.1	OB03G17460.1	358
OB01G54790.1	OB02G11190.1	450
OB03G39330.1	OB05G11010.1	188
OB05G14720.1	OB07G16670.1	1317
OB02G13500.1	OB02G13560.1	1368
OB01G52180.1	OB03G26300.1	852
OB03G19880.1	OB03G19890.1	643
OB04G18120.1	OB11G21780.1	684
OB05G22230.1	OB01G52620.1	812
OB11G16710.1	OB01G48820.1	228
OB02G23360.1	OB09G24320.1	297
OB11G12410.1	OB12G12890.1	1050
OB07G32800.1	OB03G23700.1	560
OB01G31360.1	OB01G32880.1	616
