OB01G16900.1 Os01t0208700-01 5
OB01G16990.1 Os01t0210200-00 2
OB01G17060.1 Os01t0210700-02 3
OB01G17120.1 Os01t0211200-00 2
OB01G17150.1 Os01t0212400-01 2
OB01G17400.1 Os01t0216400-00 2
OB01G17410.1 Os01t0216500-00 3
OB01G17420.1 Os01t0217000-01 4
OB01G17440.1 Os01t0347600-01 3
OB01G17460.1 Os01t0217800-01 3
OB01G17530.1 Os01t0218800-01 2
OB01G17630.1 Os05t0212400-01 2
OB01G17700.1 Os05t0214300-00 2
OB01G17920.1 Os01t0223000-01 3
OB01G17980.1 Os01t0223900-01 3
OB01G18040.1 Os08t0386800-01 2
OB01G18060.1 Os01t0224700-01 3
OB01G18120.1 Os01t0225500-00 2
OB01G18220.1 Os01t0227200-01 2
OB01G18260.1 Os11t0681300-00 2
OB01G18310.1 Os01t0228500-01 2
OB01G18340.1 Os12t0238000-00 2
OB01G18350.1 Os01t0229100-02 2
OB01G18430.1 Os05t0228000-01 3
OB01G18460.1 Os01t0230200-01 2
OB01G18530.1 Os01t0231700-01 2
OB01G18660.1 Os01t0233500-01 3
OB01G18780.1 Os01t0235350-00 2
OB01G19010.1 Os01t0239200-01 2
OB01G19030.1 Os01t0239700-01 3
OB01G19130.1 Os01t0242300-01 3
OB01G19180.1 Os01t0243000-01 2
OB01G19290.1 Os01t0245532-00 2
OB01G19430.1 Os01t0247900-01 2
OB01G19450.1 Os01t0248400-01 4
OB01G19820.1 Os01t0253300-01 4
OB01G19960.1 Os01t0254900-01 2
OB01G19980.1 Os01t0255000-01 4
OB01G20000.1 Os01t0256300-00 2
OB01G20090.1 Os01t0258700-01 2
OB01G20100.1 Os01t0259200-02 9
OB01G20140.1 Os01t0259600-01 3
OB01G20330.1 Os01t0261600-00 2
OB01G20530.1 Os01t0264700-01 2
OB01G20700.1 Os01t0266500-01 2
OB01G20740.1 Os05t0371200-01 2
OB01G20790.1 Os01t0267900-01 7
OB01G20850.1 Os01t0268800-01 2
OB01G20960.1 Os03t0367150-00 2
OB01G20980.1 Os01t0271200-01 2
OB01G21180.1 Os01t0275600-01 2
OB01G21210.1 Os01t0276000-01 2
OB01G21330.1 Os01t0277600-00 3
OB01G21440.1 Os01t0279400-01 8
OB01G21510.1 Os01t0280500-01 2
OB01G21580.1 Os01t0281400-00 2
OB01G21690.1 Os01t0284500-01 18
OB01G21720.1 Os01t0285300-01 2
OB01G21850.1 Os01t0288800-01 2
OB01G21950.1 Os01t0291500-01 2
OB01G22020.1 Os01t0293000-01 3
OB01G22160.1 Os01t0296200-00 2
OB01G22200.1 Os01t0297700-01 2
OB01G22230.1 Os01t0298400-01 2
OB01G22270.1 Os01t0299400-01 2
OB01G22280.1 Os01t0299500-01 2
OB01G22380.1 Os09t0499600-01 2
OB01G22500.1 Os01t0303200-01 2
OB01G22570.1 Os08t0323700-01 2
OB01G22590.1 Os01t0304300-01 2
OB01G22620.1 Os01t0305200-01 3
OB01G22710.1 Os01t0306900-01 2
OB01G22790.1 Os05t0358700-01 2
OB01G22800.1 Os04t0406600-01 2
OB01G22840.1 Os01t0311500-01 2
OB01G22850.1 Os01t0311600-01 3
OB01G23000.1 Os01t0315800-01 5
OB01G23440.1 Os09t0483150-00 2
OB01G23450.1 Os01t0328400-01 3
OB01G23480.1 Os01t0328700-01 2
OB01G23530.1 Os01t0329000-01 2
OB01G23600.1 Os01t0329900-01 4
OB01G23610.1 Os01t0330200-00 2
OB01G23640.1 Os01t0331900-01 2
OB01G23660.1 Os01t0332200-01 2
OB01G23790.1 Os08t0168000-01 2
OB01G23810.1 Os01t0337500-00 5
OB01G23850.1 Os01t0338000-01 3
OB01G23890.1 Os01t0338200-01 2
OB01G23930.1 Os02t0628800-01 2
OB01G24060.1 Os01t0342900-01 5
OB01G24090.1 Os01t0343300-01 2
OB01G24170.1 Os11t0501000-01 2
OB01G24290.1 Os01t0347300-01 2
OB01G24320.1 Os01t0346250-00 2
OB01G24410.1 Os01t0348600-01 2
OB01G24440.1 Os01t0353400-00 6
OB01G24450.1 Os01t0352100-01 2
OB01G24510.1 Os08t0387500-01 2
OB01G24540.1 Os01t0350900-02 2
OB01G24650.1 Os11t0524900-00 2
OB01G24880.1 Os01t0358400-01 2
OB01G24900.1 Os03t0848700-01 2
OB01G25050.1 Os01t0362100-01 3
OB01G25260.1 Os01t0367700-01 2
OB01G25300.1 Os01t0368500-00 4
OB01G25720.1 Os08t0543400-01 3
OB01G25840.1 Os01t0377000-01 6
OB01G26090.1 Os05t0407200-01 2
OB01G26540.1 Os12t0236400-01 2
OB01G26600.1 Os11t0303800-01 3
OB01G26740.1 Os01t0505600-01 2
OB01G26820.1 Os01t0507700-01 4
OB01G26890.1 Os01t0256600-01 2
OB01G26990.1 Os01t0510600-01 2
OB01G27050.1 Os02t0797400-01 2
OB01G27070.1 Os01t0511300-01 2
OB01G27380.1 Os03t0307000-01 2
OB01G27400.1 Os03t0369100-01 3
OB01G27410.1 Os01t0518400-01 4
OB01G28150.1 Os01t0533400-01 2
OB01G28160.1 Os06t0182300-01 5
OB01G28200.1 Os02t0255200-01 3
OB01G28360.1 Os03t0202001-01 3
OB01G28470.1 Os01t0534900-01 2
OB01G28510.1 Os01t0541800-01 2
OB01G28700.1 Os01t0546100-01 6
OB01G28770.1 Os06t0474500-01 9
OB01G28880.1 Os01t0549400-02 2
OB01G28900.1 Os01t0550000-01 2
OB01G28980.1 Os05t0271300-00 2
OB01G29330.1 Os01t0560200-01 2
OB01G29400.1 Os05t0242000-01 3
OB01G29560.1 Os01t0565900-01 2
OB01G29600.1 Os06t0142600-01 2
OB01G29720.1 Os05t0279400-01 2
OB01G29770.1 Os05t0279400-01 5
OB01G29980.1 Os01t0574400-01 2
OB01G30120.1 Os01t0547000-01 4
OB01G30140.1 Os01t0577600-01 2
OB01G30180.1 Os08t0177300-01 2
OB01G30630.1 Os01t0588200-01 4
OB01G30640.1 Os01t0616600-01 2
OB01G30750.1 Os01t0589200-00 2
OB01G30870.1 Os01t0591300-01 5
OB01G30880.1 Os01t0592500-01 2
OB01G31000.1 Os01t0593700-01 3
OB01G31010.1 Os07t0176400-00 3
OB01G31070.1 Os01t0595300-01 2
OB01G31090.1 Os01t0595600-01 2
OB01G31190.1 Os01t0597800-01 3
OB01G31240.1 Os01t0600000-01 2
OB01G31250.1 Os01t0600200-01 3
OB01G31330.1 Os01t0601000-00 2
OB01G31370.1 Os01t0602800-01 2
OB01G31390.1 Os01t0603000-01 3
OB01G31400.1 Os01t0603300-01 2
OB01G31460.1 Os01t0605100-01 5
OB01G31750.1 Os02t0720600-01 3
OB01G31780.1 Os01t0609300-01 15
OB01G31840.1 Os01t0610100-01 2
OB01G31980.1 Os01t0612200-01 2
OB01G32110.1 Os01t0614300-01 2
OB01G32160.1 Os01t0615200-01 2
OB01G32300.1 Os01t0616900-00 3
OB01G32400.1 Os01t0618500-01 3
OB01G32440.1 Os05t0587000-01 8
OB01G32460.1 Os01t0619900-01 2
OB01G32530.1 Os01t0621300-01 2
OB01G32620.1 Os01t0622700-01 2
OB01G32650.1 Os01t0623500-01 3
OB01G32690.1 Os05t0584200-01 3
OB01G32890.1 Os01t0627800-01 9
OB01G32970.1 Os01t0629900-01 11
OB01G33020.1 Os01t0631100-01 2
OB01G33250.1 Os01t0635400-01 2
OB01G33280.1 Os05t0579200-01 2
OB01G33300.1 Os01t0636400-01 3
OB01G33310.1 Os01t0636500-01 2
OB01G33380.1 Os01t0639200-01 2
OB01G33410.1 Os01t0639900-01 2
OB01G33560.1 Os01t0642600-00 2
OB01G33600.1 Os01t0643450-00 2
OB01G33760.1 Os01t0647100-01 2
OB01G33810.1 Os05t0347000-01 2
OB01G33860.1 Os01t0649100-01 7
OB01G33890.1 Os01t0649900-01 4
OB01G33920.1 Os01t0651000-01 2
OB01G34040.1 Os01t0652700-00 2
OB01G34050.1 Os01t0652800-01 2
OB01G34280.1 Os05t0103700-01 2
OB01G34290.1 Os01t0655800-01 3
OB01G34300.1 Os01t0656200-01 2
OB01G34370.1 Os06t0730800-01 2
OB01G34490.1 Os01t0658900-01 2
OB01G34510.1 Os01t0659200-01 3
OB01G34530.1 Os01t0660500-00 2
OB01G34550.1 Os01t0659900-01 2
OB01G34750.1 Os01t0663400-01 4
OB01G34790.1 Os01t0663800-01 2
OB01G34950.1 Os05t0565100-01 2
OB01G34970.1 Os05t0565000-01 2
OB01G35010.1 Os09t0281750-00 2
OB01G35100.1 Os01t0668600-00 7
OB01G35240.1 Os05t0562400-01 2
OB01G35280.1 Os01t0754200-02 2
OB01G35300.1 Os01t0672800-01 2
OB01G35320.1 Os01t0673500-01 2
OB01G35360.1 Os01t0674100-02 2
OB01G35420.1 Os01t0675000-01 2
OB01G35430.1 Os01t0675100-01 2
OB01G35450.1 Os01t0675500-01 2
OB01G35520.1 Os01t0676900-01 2
OB01G35540.1 Os05t0559000-01 2
OB01G35670.1 Os01t0679000-01 2
OB01G35700.1 Os01t0679700-02 2
OB01G35820.1 Os01t0681400-01 2
OB01G35870.1 Os07t0658400-02 2
OB01G36020.1 Os01t0685400-01 2
OB01G36040.1 Os01t0685800-01 3
OB01G36120.1 Os01t0687400-01 7
OB01G36200.1 Os01t0688600-01 2
OB01G36280.1 Os01t0689900-03 2
OB01G36320.1 Os01t0690200-00 2
OB01G36380.1 Os01t0691100-01 2
OB01G36430.1 Os01t0691700-01 6
OB01G36480.1 Os01t0692600-01 2
OB01G36490.1 Os05t0550000-00 2
OB01G36530.1 Os01t0693800-01 2
OB01G36620.1 Os01t0694900-01 5
OB01G36630.1 Os05t0548900-01 2
OB01G36650.1 Os01t0695300-01 5
OB01G36810.1 Os08t0175000-00 2
OB01G36860.1 Os01t0699400-01 3
OB01G36920.1 Os01t0701700-01 2
OB01G36930.1 Os01t0700500-01 2
OB01G37000.1 Os01t0702000-01 2
OB01G37040.1 Os01t0702450-00 4
OB01G37060.1 Os01t0702700-01 3
OB01G37160.1 Os01t0705100-00 3
OB01G37180.1 Os01t0705400-00 2
OB01G37390.1 Os01t0708700-01 2
OB01G37400.1 Os01t0708900-01 2
OB01G37500.1 Os01t0711000-01 2
OB01G37560.1 Os01t0711600-01 2
OB01G37610.1 Os01t0713200-01 10
OB01G37800.1 Os01t0716200-01 2
OB01G37840.1 Os01t0716800-01 2
OB01G37870.1 Os01t0717400-01 2
OB01G37960.1 Os06t0254200-00 2
OB01G38090.1 Os01t0720300-00 2
OB01G38100.1 Os01t0720400-01 3
OB01G38210.1 Os01t0721400-01 2
OB01G38260.1 Os01t0723000-01 3
OB01G38330.1 Os01t0723800-01 2
OB01G38570.1 Os01t0728700-01 2
OB01G38620.1 Os01t0729600-01 3
OB01G38680.1 Os01t0730500-01 2
OB01G38870.1 Os05t0528000-01 6
OB01G38990.1 Os01t0736400-02 2
OB01G39030.1 Os01t0736600-01 2
OB01G39280.1 Os01t0740500-00 3
OB01G39340.1 Os01t0741900-01 2
OB01G39420.1 Os01t0743200-01 3
OB01G39450.1 Os01t0743500-01 4
OB01G39480.1 Os01t0743800-00 3
OB01G39530.1 Os01t0744700-00 3
OB01G39580.1 Os01t0746700-00 2
OB01G39590.1 Os05t0519300-01 2
OB01G39600.1 Os01t0747400-01 2
OB01G40070.1 Os01t0752800-01 2
OB01G40130.1 Os01t0753200-01 2
OB01G40510.1 Os04t0151900-01 2
OB01G40600.1 Os02t0269200-01 2
OB01G40640.1 Os01t0760600-01 3
OB01G40730.1 Os01t0762000-01 2
OB01G40750.1 Os01t0762400-00 2
OB01G40940.1 Os01t0764400-01 2
OB01G40980.1 Os01t0764800-01 4
OB01G41050.1 Os01t0766000-00 2
OB01G41190.1 Os01t0768300-00 2
OB01G41220.1 Os01t0769000-01 2
OB01G41250.1 Os01t0769700-01 4
OB01G41400.1 Os01t0771400-00 4
OB01G41470.1 Os01t0772200-02 2
OB01G41520.1 Os01t0772800-01 2
OB01G41540.1 Os01t0773000-01 2
OB01G41600.1 Os01t0773700-02 2
OB01G41680.1 Os05t0508400-01 2
OB01G41900.1 Os01t0778800-01 3
OB01G41910.1 Os01t0779300-01 2
OB01G42000.1 Os01t0780800-01 2
OB01G42020.1 Os01t0782200-01 2
OB01G42030.1 Os01t0782500-01 2
OB01G42140.1 Os01t0783700-01 2
OB01G42190.1 Os01t0784600-01 3
OB01G42210.1 Os01t0784800-01 3
OB01G42250.1 Os01t0785600-01 2
OB01G42440.1 Os01t0788950-01 2
OB01G42470.1 Os04t0624500-01 3
OB01G42500.1 Os01t0793500-01 3
OB01G42520.1 Os01t0793800-01 2
OB01G42590.1 Os01t0795300-01 2
OB01G42600.1 Os01t0795200-01 2
OB01G42700.1 Os01t0796700-01 2
OB01G42780.1 Os01t0799900-01 3
OB01G42810.1 Os01t0800000-01 2
OB01G42850.1 Os11t0454800-01 2
OB01G42940.1 Os01t0801500-01 2
OB01G43060.1 Os01t0802700-01 2
OB01G43130.1 Os01t0804400-01 4
OB01G43240.1 Os01t0805800-01 2
OB01G43370.1 Os01t0809300-01 5
OB01G43460.1 Os01t0810800-01 4
OB01G43500.1 Os01t0811100-01 2
OB01G43520.1 Os01t0811300-01 3
OB01G43590.1 Os01t0812200-01 2
OB01G43630.1 Os01t0813100-00 2
OB01G43650.1 Os05t0489600-01 9
OB01G43810.1 Os01t0815800-01 3
OB01G43910.1 Os01t0817100-01 2
OB01G43950.1 Os01t0817700-01 3
OB01G43960.1 Os01t0817800-01 3
OB01G44000.1 Os01t0818200-01 2
OB01G44040.1 Os06t0635500-00 2
OB01G44070.1 Os05t0480400-01 5
OB01G44080.1 Os09t0538800-01 3
OB01G44190.1 Os01t0821900-01 2
OB01G44260.1 Os01t0823150-00 3
OB01G44350.1 Os01t0823900-01 2
OB01G44550.1 Os01t0827300-01 8
OB01G44610.1 Os01t0828200-00 2
OB01G44720.1 Os01t0830100-01 2
OB01G44740.1 Os01t0830200-01 2
OB01G44830.1 Os01t0831250-00 3
OB01G44840.1 Os01t0831900-01 4
OB01G44860.1 Os01t0832000-01 3
OB01G44870.1 Os01t0832100-01 2
OB01G44900.1 Os01t0832600-01 2
OB01G44910.1 Os01t0832900-01 2
OB01G44960.1 Os01t0833400-01 2
OB01G44990.1 Os01t0833700-01 3
OB01G45060.1 Os01t0834500-01 2
OB01G45120.1 Os01t0835000-01 2
OB01G45170.1 Os01t0835800-01 2
OB01G45180.1 Os01t0835900-00 6
OB01G45200.1 Os01t0836600-01 2
OB01G45220.1 Os01t0836800-01 2
OB01G45240.1 Os01t0836900-01 2
OB01G45320.1 Os01t0838200-00 2
OB01G45340.1 Os01t0838800-02 3
OB01G45390.1 Os01t0839300-01 2
OB01G45430.1 Os01t0839700-01 2
OB01G45550.1 Os01t0841200-01 4
OB01G45570.1 Os01t0841500-01 2
OB01G45580.1 Os01t0841600-01 3
OB01G45660.1 Os01t0842600-01 2
OB01G45680.1 Os03t0810600-01 2
OB01G45720.1 Os01t0844300-01 2
OB01G45820.1 Os01t0846300-01 2
OB01G45900.1 Os08t0237200-01 2
OB01G45910.1 Os01t0847300-01 2
OB01G45930.1 Os01t0847700-01 4
OB01G45950.1 Os01t0847900-01 2
OB01G45960.1 Os01t0848200-01 2
OB01G45990.1 Os01t0848400-01 2
OB01G46090.1 Os01t0850000-01 2
OB01G46100.1 Os01t0850100-01 3
OB01G46110.1 Os01t0850200-00 2
OB01G46140.1 Os01t0850700-02 7
OB01G46180.1 Os05t0451900-01 2
OB01G46310.1 Os12t0207200-01 2
OB01G46330.1 Os01t0853700-01 3
OB01G46360.1 Os01t0854000-01 2
OB01G46380.1 Os02t0135300-00 2
OB01G46640.1 Os01t0857700-01 2
OB01G46680.1 Os01t0858350-01 2
OB01G46770.1 Os01t0859400-01 2
OB01G46800.1 Os02t0321900-02 4
OB01G47190.1 Os01t0866400-01 2
OB01G47200.1 Os01t0866500-01 6
OB01G47290.1 Os01t0868200-01 3
OB01G47320.1 Os01t0868900-01 2
OB01G47410.1 Os01t0870100-01 2
OB01G47830.1 Os01t0875800-01 5
OB01G47880.1 Os05t0427300-03 2
OB01G47900.1 Os01t0876800-00 2
OB01G48000.1 Os01t0878400-01 3
OB01G48050.1 Os01t0879400-01 2
OB01G48080.1 Os01t0880200-01 2
OB01G48100.1 Os01t0880400-01 2
OB01G48190.1 Os01t0881900-01 2
OB01G48280.1 Os01t0883100-01 2
OB01G48310.1 Os01t0883800-02 2
OB01G48320.1 Os01t0883900-01 3
OB01G48350.1 Os01t0884400-01 2
OB01G48500.1 Os01t0886000-01 2
OB01G48550.1 Os01t0886900-00 2
OB01G48630.1 Os01t0888600-01 3
OB01G48900.1 Os01t0894000-01 2
OB01G49060.1 Os01t0896700-00 2
OB01G49070.1 Os01t0897000-01 4
OB01G49090.1 Os01t0897200-01 2
OB01G49120.1 Os05t0243300-01 2
OB01G49200.1 Os01t0656200-01 2
OB01G49290.1 Os01t0899000-01 9
OB01G49470.1 Os12t0190000-01 2
OB01G49500.1 Os01t0901600-01 3
OB01G49620.1 Os01t0904300-01 2
OB01G49690.1 Os01t0905200-01 2
OB01G49730.1 Os01t0905800-01 6
OB01G49920.1 Os01t0908700-01 3
OB01G50040.1 Os02t0297600-01 5
OB01G50370.1 Os01t0915200-01 2
OB01G50520.1 Os01t0916600-01 2
OB01G50600.1 Os01t0917500-01 2
OB01G50650.1 Os01t0918200-01 2
OB01G50760.1 Os01t0919600-01 2
OB01G50840.1 Os01t0920400-01 2
OB01G50900.1 Os01t0921100-01 2
OB01G50970.1 Os04t0382200-01 3
OB01G50980.1 Os01t0921500-01 2
OB01G51130.1 Os12t0169400-01 5
OB01G51580.1 Os01t0927600-01 3
OB01G51590.1 Os01t0927900-01 3
OB01G51640.1 Os01t0928100-01 2
OB01G51680.1 Os01t0928600-01 4
OB01G51710.1 Os01t0929000-01 3
OB01G51910.1 Os01t0931400-02 3
OB01G51940.1 Os01t0932500-01 2
OB01G52010.1 Os01t0933500-00 3
OB01G52090.1 Os01t0934800-00 2
OB01G52200.1 Os01t0935700-02 2
OB01G52210.1 Os05t0371600-01 2
OB01G52290.1 Os01t0936800-01 2
OB01G52440.1 Os01t0937300-01 2
OB01G52450.1 Os01t0937500-01 3
OB01G52550.1 Os01t0939100-01 5
OB01G52590.1 Os01t0939600-01 3
OB01G52760.1 Os01t0945600-01 5
OB01G52920.1 Os01t0948400-02 2
OB01G53030.1 Os01t0949500-01 2
OB01G53070.1 Os01t0949800-01 4
OB01G53200.1 Os01t0951800-01 3
OB01G53240.1 Os01t0952300-00 2
OB01G53250.1 Os01t0952500-01 3
OB01G53320.1 Os01t0953100-01 2
OB01G53350.1 Os01t0953600-01 2
OB01G53460.1 Os01t0955600-00 2
OB01G53530.1 Os01t0957000-01 2
OB01G53550.1 Os01t0957200-01 2
OB01G53630.1 Os01t0958000-01 2
OB01G53690.1 Os01t0958700-01 2
OB01G53730.1 Os01t0959100-01 2
OB01G53790.1 Os01t0959900-02 2
OB01G53850.1 Os01t0960800-01 2
OB01G54000.1 Os02t0550100-01 5
OB01G54030.1 Os01t0962600-01 2
OB01G54070.1 Os01t0962700-01 4
OB01G54130.1 Os08t0104900-01 3
OB01G54270.1 Os05t0107600-01 2
OB01G54450.1 Os01t0968400-00 4
OB01G54510.1 Os05t0107700-01 2
OB01G54570.1 Os01t0971100-01 2
OB01G54600.1 Os01t0971500-01 2
OB01G54820.1 Os05t0111200-01 2
OB01G54870.1 Os01t0974500-01 6
OB01G54990.1 Os01t0976200-01 2
OB01G55130.1 Os01t0960400-01 3
OB02G10120.1 Os02t0101000-01 2
OB02G10250.1 Os02t0102300-01 2
OB02G10280.1 Os02t0102700-01 2
OB02G10290.1 Os02t0102800-01 2
OB02G10340.1 Os02t0103500-00 6
OB02G10420.1 Os02t0104800-01 2
OB02G10460.1 Os02t0105400-02 2
OB02G10580.1 Os03t0743800-00 2
OB02G10590.1 Os02t0108800-01 6
OB02G10890.1 Os02t0114200-01 2
OB02G11100.1 Os02t0117400-01 2
OB02G11130.1 Os02t0117700-01 2
OB02G11230.1 Os02t0118950-00 2
OB02G11280.1 Os02t0119400-01 2
OB02G11330.1 Os02t0119800-01 2
OB02G11360.1 Os02t0120100-01 4
OB02G11420.1 Os02t0120800-01 5
OB02G11450.1 Os02t0121200-01 2
OB02G11480.1 Os02t0121300-01 7
OB02G11530.1 Os02t0121700-01 2
OB02G11540.1 Os02t0121800-01 2
OB02G11630.1 Os02t0122800-02 2
OB02G11720.1 Os07t0124500-01 2
OB02G11740.1 Os02t0123500-01 2
OB02G11780.1 Os02t0123700-01 6
OB02G11810.1 Os02t0124300-01 3
OB02G11840.1 Os03t0563100-01 2
OB02G11930.1 Os02t0125200-00 2
OB02G11970.1 Os02t0550600-01 8
OB02G12390.1 Os02t0131400-00 5
OB02G12500.1 Os02t0133100-01 5
OB02G12570.1 Os07t0631100-01 2
OB02G12600.1 Os02t0135800-01 4
OB02G12610.1 Os11t0580800-01 2
OB02G12660.1 Os02t0135500-02 3
OB02G12750.1 Os02t0137100-01 2
OB02G13000.1 Os02t0141000-01 2
OB02G13010.1 Os02t0141100-00 2
OB02G13060.1 Os02t0143100-01 3
OB02G13070.1 Os02t0143200-01 2
OB02G13100.1 Os02t0143400-00 2
OB02G13170.1 Os02t0148000-01 2
OB02G13260.1 Os02t0149600-01 2
OB02G13270.1 Os02t0149700-01 2
OB02G13280.1 Os02t0149800-01 6
OB02G13330.1 Os02t0150300-01 2
OB02G13360.1 Os02t0150700-01 2
OB02G13370.1 Os02t0150800-01 2
OB02G13380.1 Os02t0150900-01 2
OB02G13430.1 Os02t0152400-01 4
OB02G13470.1 Os02t0152900-01 2
OB02G13530.1 Os02t0153700-01 5
OB02G13600.1 Os02t0156200-00 7
OB02G13750.1 Os02t0158100-01 3
OB02G13910.1 Os02t0160250-00 2
OB02G14040.1 Os06t0681400-01 3
OB02G14060.1 Os06t0681300-02 3
OB02G14090.1 Os02t0162500-01 3
OB02G14110.1 Os02t0162766-01 2
OB02G14210.1 Os02t0164900-01 3
OB02G14220.1 Os02t0165000-01 2
OB02G14470.1 Os02t0168600-01 2
OB02G14640.1 Os03t0177400-01 3
OB02G14650.1 Os02t0170100-01 3
OB02G14680.1 Os02t0170500-01 3
OB02G14780.1 Os02t0173500-01 3
OB02G14790.1 Os06t0665100-01 2
OB02G14920.1 Os02t0266800-01 2
OB02G14940.1 Os06t0662000-01 2
OB02G14950.1 Os02t0175500-01 5
OB02G14960.1 Os03t0408300-00 3
OB02G15010.1 Os02t0176100-02 3
OB02G15080.1 Os02t0176900-00 6
OB02G15140.1 Os02t0177700-01 2
OB02G15200.1 Os02t0178400-01 2
OB02G15210.1 Os02t0178500-01 2
OB02G15250.1 Os02t0178800-01 3
OB02G15280.1 Os02t0179200-01 2
OB02G15290.1 Os02t0179300-01 3
OB02G15370.1 Os02t0180000-01 3
OB02G15500.1 Os02t0181800-01 2
OB02G15550.1 Os02t0182500-01 2
OB02G15560.1 Os05t0319700-01 3
OB02G15590.1 Os02t0182800-01 4
OB02G15610.1 Os02t0182900-02 2
OB02G15660.1 Os06t0645400-01 2
OB02G15670.1 Os02t0184000-01 2
OB02G15710.1 Os02t0184400-02 2
OB02G15720.1 Os02t0184500-01 2
OB02G15890.1 Os02t0186800-00 15
OB02G15900.1 Os06t0638700-01 2
OB02G15970.1 Os02t0187600-01 2
OB02G16060.1 Os02t0189300-01 3
OB02G16130.1 Os02t0190800-01 5
OB02G16220.1 Os02t0191300-01 5
OB02G16270.1 Os02t0191700-00 2
OB02G16330.1 Os02t0192500-01 9
OB02G16420.1 Os06t0622800-01 3
OB02G16470.1 Os02t0194200-01 3
OB02G16480.1 Os06t0618000-01 2
OB02G16520.1 Os02t0194800-01 2
OB02G16570.1 Os02t0195500-01 2
OB02G16600.1 Os02t0196000-01 2
OB02G16670.1 Os02t0197200-01 2
OB02G16730.1 Os02t0197700-01 2
OB02G16760.1 Os06t0609700-01 2
OB02G16770.1 Os02t0198200-01 2
OB02G16780.1 Os02t0198300-02 2
OB02G16930.1 Os02t0199800-01 2
OB02G16970.1 Os02t0200300-02 2
OB02G16980.1 Os02t0200800-01 2
OB02G16990.1 Os02t0200900-01 2
OB02G17040.1 Os06t0604500-01 2
OB02G17060.1 Os02t0202000-01 2
OB02G17100.1 Os02t0202400-01 2
OB02G17110.1 Os06t0602600-01 3
OB02G17310.1 Os02t0205300-01 3
OB02G17320.1 Os02t0205400-01 2
OB02G17380.1 Os04t0523650-01 2
OB02G17550.1 Os06t0143900-01 3
OB02G17900.1 Os02t0218400-01 2
OB02G17910.1 Os06t0574200-01 2
